,0,1,2,3,4,5,6,7,8,9
0,-0.4882084048980246,2.1568618492629583,0.29352318766698543,0.3114966098871263,-0.6106905559574066,0.782441477960267,-0.5054989070791095,-0.5554413084689991,0.3400098390239851,-0.5749513969280924
1,-0.01629851721611791,0.6662737116009951,0.29989212367816664,0.28475619941155556,0.9560529808464444,-0.13465434673005353,0.4398777366654321,0.6340050933008163,0.05210255468881515,0.10887211413007583
2,1.2392533756862603,-0.04499715350627564,1.1906266526137594,0.43783179507914005,0.5280824982603709,1.753631876977127,0.1939908515481091,-1.4152923051475903,0.8446998795584205,-0.42515567731799114
3,1.4791327378229122,0.07721259413027558,0.42291137854456873,-0.1232807785855986,-2.198057996744629,0.9056701296217899,1.7619799984824667,1.5976040654494978,1.4082217428365464,1.4678549405093595
4,-0.028891063256023877,0.3241900737668242,1.314873337035622,-1.480586378068969,-0.9430836589442669,1.4181566062720696,-0.5076642888230859,0.22361506716255833,-1.7634048384245093,-0.7506110480769371
5,-1.270480721524416,-0.4195013438127882,0.2784150891373717,-1.0867169017023488,-1.8347810099442967,0.7274373340219829,0.31954820621752655,0.12201296438284054,-0.7497882602178414,0.4857896919128619
6,-0.6840786447468054,-0.4140785112882458,-1.2560066544586086,0.02782536767018429,-0.5609879403907185,-2.2100035861048983,0.37399157200040545,1.3314810582626708,-0.4424112367472731,-1.082329234163932
7,0.9090339975997134,0.37272552447331175,0.5666926523719763,0.6844995983202802,0.5604468346720509,0.1780700057646511,-1.0054469965283486,-0.4369705625635133,1.0132033464689305,1.1554462128772867
8,-0.4224100838690855,-0.5726274567745133,-0.11690043591708593,1.5816527270421246,0.46639907524516455,-0.7397821858527581,0.2724436873218345,-0.05510688572753259,-1.360865390147999,-2.724171293059133
9,0.7529090619882319,0.0024336177185562144,-0.8015212789935755,-2.161786944984044,-1.0449891539935001,-0.10068316460660157,-0.5634688334748765,0.6119993772662868,0.5739269787092143,1.2151959910582213
10,2.005857640012061,-1.0023598677837626,0.6927059423102034,-1.2899057953227122,0.7278643917109173,0.05819608921651462,-1.1280487885562709,-0.031902612733530664,-0.4124463790455419,1.4280811941331542
